post_id,post_type,likes,comments,shares,saves,impressions,reach,profile_visits,follower_count,date_posted,engagement-rate
390,Carousel,730,49,4,17,2012,4631,123,13067,2024-01-31,17.27
391,Carousel,210,81,1,12,3785,2515,31,2104,2024-11-08,12.09
392,Photo,629,8,8,22,4725,7250,102,11728,2024-02-20,9.2
393,Carousel,850,66,29,17,5576,6233,180,8263,2024-04-16,15.43
394,Video,447,69,39,10,6782,1898,76,2914,2024-11-16,29.77
395,Video,326,36,3,1,7257,7896,63,1406,2024-04-18,4.64
396,Photo,865,38,32,22,3408,3126,147,14689,2024-05-15,30.61
397,Carousel,965,96,10,26,1340,7216,51,1166,2024-12-04,15.2
398,Story,553,99,10,18,3817,7780,73,1508,2024-02-11,8.74
399,Reel,945,76,19,14,3496,7563,135,19045,2024-03-21,13.94
400,Story,441,43,46,47,6962,2474,30,4664,2024-05-02,23.32
401,Video,184,30,34,29,6299,8750,178,14050,2024-03-29,3.17
402,Video,244,38,33,12,8574,6849,161,1680,2024-10-09,4.77
403,Video,450,58,23,36,2689,1889,44,19908,2024-02-08,30.02
404,Video,689,7,28,35,4267,5378,193,19504,2024-03-21,14.11
405,Reel,82,54,32,12,5406,955,39,5357,2024-01-02,18.85
406,Photo,737,16,7,7,9453,2758,66,2363,2024-07-28,27.81
407,Video,509,69,29,29,2442,7144,56,10523,2024-08-18,8.9
408,Carousel,932,58,8,11,9597,6579,172,3292,2024-12-18,15.34
409,Reel,519,9,1,33,5437,6944,28,2538,2024-10-31,8.09
410,Video,424,98,3,6,6435,5863,123,4408,2024-08-28,9.06
411,Carousel,71,98,24,47,9435,4630,17,9752,2024-05-29,5.18
412,Video,799,61,23,15,5107,7459,35,19287,2024-01-17,12.04
413,Photo,719,21,8,32,1560,1241,122,1174,2024-04-28,62.85
414,Reel,87,51,47,11,9785,6840,80,3230,2024-05-27,2.87
415,Photo,279,27,37,23,6548,6725,39,5287,2024-12-27,5.44
416,Reel,414,83,3,26,2826,8158,144,13112,2024-05-24,6.45
417,Video,612,89,33,34,8629,5428,76,8106,2024-12-25,14.15
418,Video,487,18,28,46,9325,7170,74,10689,2024-08-20,8.08
419,Reel,825,70,47,34,4138,1748,45,13046,2024-02-06,55.84
420,Carousel,332,79,8,29,8693,8979,34,18951,2024-12-17,4.99
421,Carousel,76,55,34,4,9264,6915,46,2151,2024-04-29,2.44
422,Video,275,42,35,17,8842,1259,10,8619,2024-05-15,29.31
423,Video,326,68,32,35,7721,8368,152,7033,2024-11-16,5.51
424,Photo,847,42,24,13,8002,5446,46,9560,2024-10-28,17.0
425,Video,658,54,14,41,5225,1192,150,5946,2024-12-04,64.35
426,Reel,333,86,32,39,3978,2587,145,2907,2024-04-11,18.94
427,Carousel,928,34,46,15,8373,8174,142,4490,2024-08-05,12.52
428,Carousel,530,83,43,29,6907,1938,197,19919,2024-02-28,35.35
429,Photo,502,95,16,29,7097,5541,137,5173,2024-10-05,11.59
430,Carousel,878,55,4,11,6656,8218,136,12065,2024-04-25,11.54
431,Carousel,865,67,37,32,9984,7162,10,18677,2024-11-27,13.98
432,Story,708,56,21,2,5259,3254,173,5769,2024-03-17,24.19
433,Reel,565,42,14,47,9286,4474,44,5796,2024-05-16,14.93
434,Story,596,92,31,14,6901,2177,113,14046,2024-03-13,33.67
435,Carousel,241,83,48,20,5917,7501,32,15211,2024-02-06,5.23
436,Photo,98,34,18,22,9429,3397,18,5997,2024-01-31,5.06
437,Photo,561,55,7,11,3530,941,43,18376,2024-03-25,67.38
438,Carousel,66,85,10,27,2960,3459,183,9112,2024-06-06,5.44
439,Video,221,9,7,3,8045,5396,137,6287,2024-10-31,4.45
440,Story,269,33,33,17,2048,6461,13,11578,2024-10-18,5.45
441,Carousel,207,8,23,44,6772,6942,167,19624,2024-05-27,4.06
442,Photo,526,14,21,28,3529,6426,111,18860,2024-08-12,9.17
443,Photo,95,60,19,29,3964,1223,84,7426,2024-03-04,16.6
444,Story,422,21,48,21,8137,7799,108,12599,2024-08-27,6.56
445,Reel,567,78,19,47,1963,5049,81,1389,2024-12-18,14.08
446,Carousel,148,21,36,16,1536,2550,12,1999,2024-06-04,8.67
447,Carousel,941,88,29,37,8340,5557,151,13812,2024-12-24,19.7
448,Reel,794,92,18,20,8179,2767,197,16599,2024-07-25,33.39
449,Story,86,73,2,6,8967,4888,182,2855,2024-05-19,3.42
450,Story,329,38,1,19,9734,4978,43,9125,2024-09-13,7.77
451,Photo,398,10,47,5,1845,8589,54,14794,2024-10-03,5.36
452,Reel,546,57,5,3,6777,3746,70,3763,2024-09-09,16.31
453,Story,351,70,20,1,4036,6194,92,5986,2024-08-12,7.14
454,Video,230,81,11,38,6947,8680,132,2481,2024-02-11,4.15
455,Carousel,656,47,42,15,3494,5875,111,4731,2024-11-02,12.94
456,Photo,148,79,2,34,3719,8030,25,17835,2024-01-21,3.28
457,Reel,749,27,3,35,2884,2331,75,18266,2024-08-09,34.92
458,Photo,165,59,23,49,5349,3790,177,11758,2024-06-14,7.81
459,Story,240,84,12,25,6179,7955,154,17311,2024-11-05,4.54
460,Story,302,99,20,24,7610,5293,128,9566,2024-05-08,8.41
461,Video,977,79,5,12,7430,1733,171,12889,2024-01-14,61.92
462,Carousel,210,20,37,18,8154,2260,133,12254,2024-02-16,12.61
463,Reel,305,12,38,15,7488,3523,153,12442,2024-04-27,10.5
464,Photo,372,8,30,44,5737,1085,111,14521,2024-12-11,41.84
465,Carousel,177,8,9,16,7525,1064,197,5559,2024-10-21,19.74
466,Story,67,60,34,27,4850,7616,75,17199,2024-10-27,2.47
467,Carousel,842,29,44,8,1689,2562,22,8291,2024-01-11,36.03
468,Photo,784,71,35,46,6175,840,193,9160,2024-12-10,111.43
469,Carousel,615,71,22,25,9648,6627,120,1112,2024-05-17,11.06
470,Story,619,31,44,17,6078,1787,168,16924,2024-10-22,39.79
471,Carousel,372,97,24,29,6448,8604,43,17523,2024-01-21,6.07
472,Reel,921,36,17,8,2179,8589,48,2424,2024-03-30,11.43
473,Carousel,735,54,10,15,7406,6517,145,11808,2024-08-28,12.49
474,Reel,841,65,30,27,9591,3998,129,7043,2024-09-22,24.09
475,Carousel,675,55,46,46,7907,6174,135,7989,2024-11-29,13.31
476,Story,337,23,23,7,9800,5590,64,7261,2024-08-14,6.98
477,Video,992,25,32,3,2638,7983,36,1887,2024-05-22,13.18
478,Video,903,9,17,29,6671,3324,127,17433,2024-04-02,28.82
479,Reel,712,86,17,44,7928,3279,62,17402,2024-10-26,26.2
480,Reel,688,96,14,24,2382,5954,48,13253,2024-08-11,13.81
481,Video,204,46,9,3,2403,1578,74,19990,2024-11-21,16.6
482,Story,539,65,40,20,4292,2292,154,8846,2024-09-08,28.97
483,Story,435,26,2,46,1419,1460,167,7432,2024-02-16,34.86
484,Carousel,834,25,45,15,5517,2148,190,14452,2024-08-28,42.78
485,Reel,153,74,25,25,4302,8651,22,14395,2024-06-27,3.2
486,Story,978,5,39,30,8857,7956,30,4765,2024-07-28,13.22
487,Photo,442,9,9,14,8870,2844,156,19822,2024-06-19,16.67
488,Carousel,860,16,22,7,6693,8168,62,16950,2024-06-13,11.08
489,Carousel,295,94,43,17,1767,4316,28,13502,2024-12-09,10.4
490,Video,225,50,46,44,3044,5377,66,10741,2024-02-23,6.79
491,Reel,88,38,4,20,2549,1527,34,6941,2024-03-23,9.82
492,Story,526,53,26,36,7140,8268,40,5855,2024-06-17,7.75
493,Story,731,82,29,9,4716,1142,90,16166,2024-07-29,74.52
494,Carousel,808,94,45,38,5481,2247,192,6788,2024-12-21,43.84
495,Reel,587,49,34,48,8898,7381,32,1201,2024-09-10,9.73
496,Reel,916,31,23,22,7548,7117,41,11561,2024-05-27,13.94
497,Reel,867,77,37,2,3293,1326,199,17901,2024-12-05,74.13
498,Video,970,30,11,24,5837,7548,83,8737,2024-07-24,13.71
499,Story,457,51,6,8,8758,1205,19,2988,2024-10-08,43.32
500,Reel,574,90,18,11,7793,8786,63,16441,2024-01-19,7.89
